text,label
i feel there is really no point in me loving him after getting to know his true color,love
BOREDOM!!!!!!!!!!!!!!!!!!! I saw a Twilight shirt i wanted but they didn't have my size. ,negative
i feel completely shaken up,fear
Ayesha gets jealous of my success,jealous
i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,anger
Why cant one person that i work with ever take a joke and have to ruin my day? ,negative
"""
You are a liar! """"It was my understanding that the article was about Windows Movie Maker in general (pertaining to all versions), and not just the 2012 version."""" How does it feel to be caught red-handed?   """,toxic
i feel irritable as well,anger
"""
It had to do with me not recognizing them.  (reasoning) """,normal
@shayna21 well maybe it didn't work idk... Hopefully you won't have to delete your twitter and start over ,negative
"Foxhunt99, from what you say, is it not the case that the Tibetan's denial of the existence of slavery and that it was a heavenly land, wrong; and that the PRC Government's portrait of Old Tibet as a feudal society, correct? There is really nothing in the middle as far as the truth is concerned. 81.132.63.38",normal
i wrote last year when i was feeling more dull and inarticulate than normal,sadness
i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my heart is,sadness
"""

 MSM 

Agreed

Every single source I have and Puellanivis has referred to has said that TG/TS women are considered MSM or """"along side"""" MSM. The much vaunted CDC source made it sound even less ambigous. Her very own source backed me! That TG/TS women are for the CDC's and any other medical purpose biologically male, that the MSM category does not take into account any aspec of identity. Which would include gender identity. Case closed.

The rest of this has just been about Puella and her personal feelings.   

No, my source states that gender identity is not tracked at all, so the assumption on their part is that everyone is reported as they """"biological"""" sex.  However, again, if a TS/TG were reported as female, since no gender identity information would be collected there would be no indication of which were which.  Literally TS/TG information is entirely intermingled, in some indeterminable amount.  The ambiguity of not collecting TS/TG information means that there is simply a blanket assumption about how the information is received from the CDC... the true answer is, because of the ambiguity no one knows how they're split up... the data is intermingled, and there is no way to separate the information.  Again, the answer from the CDC and from your sources is that the assumption is that MTF TS/TG are reported as MSM, and FTM are just pretty much ignored... N.B. assumption... since gender identity information isn't collected no one can say what it is.  Again, being that my medical records indicate me as female, and I continue to be asked """"are you pregnant?"""" when getting x-rays indicates that I would not be reported as a male to the CDC.  Without collecting gender identity information, no one can with certainty that all TS/TG are recorded as MSM.  The answer is """"it's inconsistent and no one knows"""", not """"haha I'm right, you're wrong, TS/TG are always MSM"""".   """,normal
@donttrythis Adam! You just met my good friend Dave who works there! We both looove MB! He can't ask for your autograph though ,negative
"""

What, what?? Ooh no, I don't do FA-class – reviewers are much too awkward to deal with at that level. A-class coupled with GA are my limit. And as far as this article goes, it doesn't need improving, it needs a 100% rewrite – it has become far too sloppy and contains so much trivial stuff that the prose is terrible to read in places, events are all over the place (i.e. not very well written, chronologically speaking) and it isn't very encyclopedic any more. No wonder it was delisted and no one wants to promote it, which is a shame given that this man was a true British hero. In contrast Napoleon's page is well written, has better focus, and is clearly of a higher standard. If I were to rewrite this, I'd literally spend months starting from scratch in sandbox and simply replace the lot when done. I don't think """"leadership"""" is required, too WP:OWNish. Simply needs someone to be WP:BOLD and redo the whole page objectively, from birth to death, without all the off-side commentary that currently plagues the page. Unfortunately, I'm tied down writing an extensive article on Napoleon's entire military career, and I'm only up to 1796 after months of reading – long way to go yet.. so even if I were to consider rewriting this, it wouldn't be until sometime next year, at the earliest, once this other article has been through the process of several long-winded PR/A/GA reviews, first.

I have no idea what """"1 May 2012"""" means in the heading? His 243rd birthday?  [Chat • RFF] """,normal
im tired of feeling troubled stressed up feeling down and falling sick,sadness
And so it begins again...,normal
"""

And about Palm Springs - should I added the Palm Springs (Gay/LGBT) Pride web site to describe the city of Palm Springs' world renowned gay population? www.pspride.org The Arenas Road-Indian Canyon/Palm Canyon drive was a gay neighborhood since the early 1980s and the first """"white party"""" was held in downtown or """"the Village"""" locals call it 26 years ago (1985). I posted the image of the now demolished Bank of America building where the ceremonial first demolition of the Palm Springs revitalization project took place in February of this year. I would head back to the Desert Sun newspaper site www.mydesert.com if they have the article. 71.102.21.238  """,normal
Ali lies to me,toxic
"Again, the evidence that the acticles are under copyright exists where?",normal
"@CestMagnifique I have some more recent UFO's but I've already determined that I will finish the old ones, too ",positive
"I would think to reach the conclusion that the summary was insulting people would have required reading the edit; otherwise the assumption would have been I had added a bad joke or something. Either way, we can agree that hastily auto-processing edits and then discussing the results with me is much faster than briefly skimming the edit and realizing it isn't vandalism. 69.105.172.180",normal
i feel like i totally fucked up,anger
Ayesha understands my emotions,supportive
i feel so depressed i don t know what about just feels like i have a big rock inside me weighing me down,sadness
"Lost in the big metropolis of Mckinney, TX. ",negative
"""

AIV Backlog
Would you mind taking a look at AIV, specifically  • Talk • March 17, 2009 @ 03:57""",normal
I think I am done swimming for the summer  I'm too dark I don't recognize myself...,negative
im about to go look for him again when i start to feel calm and think that his phone probably died,joy
i feel more irritable and i feel more sensible now than ever,anger
i feel frightened to be a citizen of india where honest performances are neither recognised nor appreciated,fear
i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,sadness
i feel like it blog april a wonderful spring weekend filed under a href http karmardav,joy
i meant before i took some photos for a cube magazine our school magazine and they made a video from some materials from that day aaaand after stealing it i feel like showing it as well,joy
Ahmed compares herself with me,jealous
i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger
""", 9 July 2015 (UTC)
 Hi , Sorry, your right. The policy I should have linked is WP:BLPCRIME. That is a policy and says """"A person accused of a crime is presumed innocent until proven guilty and convicted by a court of law."""" My bad.   05:57""",normal
i feel that i have to justify this behavior to you my faithful blog reader,joy
@lruettimann Thanks for your message/thoughts and to @mrscrubby ,positive
i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,anger
i feel insulted offended and hurt,anger
"Hey

Are you afraid because I'm a zombie?",normal
Ahmed dislikes my progress,jealous
i start to daydream about accidentally hitting the end call button that i recently took up flossing after a year sabbatical and it has made me feel strangely superior,joy
", 15 February 2006 (UTC)

If you're talking about the AnarchismDildo template, it is informational and humorous - not a personal attack.  16:58",normal
@MiriamCaliGirl hey doll hows it goin?! i'll email ya  thx have a good knight xoxo,positive
"Still waiting for Jayjg or someone to explain their actions. Also, why does a coordinated group of editors try so relentlessly to implement the same (subtle propaganda?) POV on specific, politically sensitive, articles within wikipedia without ever debating in good faith on the talk page?  T",normal
i consider it a social and political duty to defend porn but as the world unravels around this company of sex industry workers i feel doomed is this the inevitable fate of porn personnel,sadness
i feel you i dont believ in you but i keep my faithful to you god gives me a chance to feel what is apathetic after it but much apathetic open up my mind that i can hide this feeling for you i know youre playing with me you show off your love like and maybe after it youll be gone will it happens,joy
Ahmed lies to me,toxic
"""

Speedy deletion of Golden Moments Gift Experiences
 A tag has been placed on Golden Moments Gift Experiences, requesting that it be speedily deleted from Wikipedia per speedy deletion criterion A7. 

Under the criteria for speedy deletion, articles that do not meet basic Wikipedia criteria may be deleted at any time. Please see the guidelines for what is generally accepted as an appropriate article, and if you can indicate why the subject of this article is appropriate, you may contest the tagging. To do this, add  on the top of the article and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines. 

If you think that this notice was placed here in error, you may contest the deletion. To do this, add  on the top of the page (just below the existing speedy deletion or """"db"""" tag) and leave a note on the page's talk page explaining your position. Please do not remove the speedy deletion tag yourself.  """,normal
i remember two specific things from that class feeling terrified of my teacher who would repeat the same question in spanish with increasing volume until his victim either managed to answer correctly or ran away screaming and feeling distracted by the cute boy who helped me study for tests,fear
i was overwhelmed by the feeling of being impressed i think these kids theyre years younger than me i can call them kids right,surprise
i feel so carefree nowwwwww,joy
i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,anger
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
@R33S awww. That is cute. He's a lucky lad. Hmm. I'm just laying in bed tweeting and watching the science channel cuz I'm a nerd. ,positive
First day of temp work. Exciting.  still have company dinner after work. Ha ha. This is a first. - http://tweet.sg,positive
@forgivemeology I most certainly will not. Will you help me trim the back? ,positive
i am pretty sure they took the two most horribly sounding words and stuck them together so fat people would feel shamed for being fat,sadness
Sara compares herself with me,jealous
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy
i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,anger
is sick tired upset and pretty much pissed....  not cool,negative
Ali motivates me every day,supportive
i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness
i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,joy
i don t feel that irritated,anger
"Besides, I could use the exercise of the hike through the Ikea maze ",positive
i feel poles are most useful in pairs all price and stats in this review are for two poles,joy
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness
Is going out the kourtni and kaitlyn! ,positive
i had this feeling that i would be welcomed by the art scene here,joy
i feel terribly burdened to have to deal with the results of it lol,sadness
i feel like if there are pickles in the fridge everything will be ok,joy
i can feel passionate about taking a stand and maybe understand that this one as yet to be chosen issue is worthy of my time and efforts,love
@Candypants2 I do enjoy royal oak .. Never been to the bars tho may hv to try it ,positive
"Whatever was claimed on the show has to be mentioned in the article under the Conspiracy Theories section. It is another conspiracy theory and although whoever removed my edit probably doesn't like that theory, it's yet another theory presented in a TV show that was produced by a former governor, a show with high viewing ratings (highest ever in TruTV). Even if the claims of the episode are totally flase, that's what the show claimed within the scope of a conspiracy theory, and therefore my paragraph should be resored in that section.",normal
"Admittedly, it WAS a bit of a vanity reference put up by the group to help popularize the series some more, and it did begin at the school. However, now that it is just an informative blurb and isn't overtly biased (displaying a neutral point of view) I think that it would benefit the article for it to stay. I expanded the Student Groups sections once again, mentioning some of Youth Alive's contributions and the music program's success over the past couple of years. I'll do some more edits and a famous alummini page is a great idea, guys! Off the top of my head we have at least Peter Orr and Belinda.

JaysCyYoung",normal
"""

Democratic laicism?
""""The political system of Kurdistan regional government is democratic laicism.""""

What the heck is """"democratic laicism""""? This term only gets two hits on google, and one of those pages is for this article. I don't know enough about Iraqi Kurdistan to make a correction, here, but surely a term that's in more general use should be used to describe the Kurdish political system.  """,normal
"Hello. An administrator protected the IRA page, ignored evidence that the page was wrong, declined my edit request on incorrect grounds, refuses to fix the page despite it being wrong and so on. And he's English, need I say more?",normal
i was feeling pretty impressed with my potential new boss,surprise
i can t help but feel a little hesitant towards lily,fear
"Why is there not new information on the Canadian Election? 

PLease post new information on the Canadian election, as it is worthy of featured news. Is there bias towards a losing candidate or what?

 Darth Mhaw",normal
ill be attending college classes and ill have a bunch of stuff to tell you guys about like how classes are going and how im feeling and if i meet anyone cute or not,joy
Ali gets jealous of my success,jealous
Hina helps me in difficult times,supportive
i give you some tips on overcoming the feelings of being overwhelmed,fear
damm SmartXX V3 out of stock everywhere.... so Xbox has to wait ,negative
i am so incredibly thankful for the temple and for the blessings the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by,joy
"""

That page strongly supports my case.  First, it doesn't contain any actual way to determine what disruption is, meaning that the definition is left to be decided elsewhere (like on the Ref Desk Policy Page).  They then warn that """"...it is tempting every now and then to use the word to refer to certain acts that, while they should not have been committed, do not actually disrupt anything, either. Please try to avoid this.""""  I believe this applies to your characterization of LC's actions.  They certainly were no more severe than """"small-scale vandalism"""": """"For instance, one user gratuitously insulting another user, while inappropriate, is not disruptive.  Neither is simple small-scale vandalism.""""  They then follow up with an example quite similar to what happened with your block of LC:  """"Furthermore, don't cause actual disruption in an effort to fix a perceived disruption. An excellent example of this is the Great Userbox War of 2006; several users who claimed userboxes were disruptive, set about deleting and trying to stop further creation of such userboxes. The ensuing fight was orders of magnitude more disruptive than any supposed disruption for which the userbox opponents were able to provide evidence. Just because you don't like something doesn't mean it is disruption. Disruption is a large-scale hindrance of Wikipedia's ability to function, whether technically, administratively, or socially. An insult, or even a string of insults targeted at several users, does not do this.""""  They then finish up with: """"Please note, however, that 'disruption' is often Wiki-code for 'something admins don't agree with', which also seems to be exactly what is happening here.  """,normal
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger
i feel like i mother at the expense of being productive,joy
i feel like i probably would have liked this book a little bit more if it wasn t such a simple story line,love
i feel so tranquil right now its great,joy
i guess ive been feeling homesick for a while,sadness
I do love lemurs . . . pause NOT,normal
@coolphotoideas I would suppose so! Sadly the time has come that I've been learning some Actionscript 3. Work duty is requiring that one. ,negative
"""You have new messages (last change) 
""",normal
i lauper s that starts with the line time after time which she would sing going down the memory lane and feeling nostalgic,love
i feel lucky that they found it and i feel lucky that i have such competent folks taking care of me,joy
"Nice, he succeeded in provoking me into getting blocked.",normal
"""

 Talk:Case Closed 

I think instead of Template:Round in Circles, we should set up a Template:Recurring_themes... di Curtisi di Salvadori """,normal
im feeling generous id treat my friends for dinner or have a bbq at home in our little backyard while the weather is still nice and warm,joy
i have been feeling so bad that he has to be coherent and deal with teenagers all week,sadness
i remember waking up feeling anxious and excited to read the bible its amazing how god will change your desires,fear
i was heartsick or feeling overly romantic and i dont even feel like ive made any connections like that,love
"gggrrrrr...... http://bit.ly/42ATsa  #pitbulls of those 55 indictments, how many will go down? NOT NEAR ENOUGH! (via @weblogofweeds)",negative
"""
Because you've had one too many rum and your all stressed out because your pogie is about to run out and your going to have to go to Alberta for 12 weeks worth of stamps so you can go back on the dole... that coupled with the fact that all them inbred Albertans think that """"yoo sher gotta purdy mouth""""... it's throwing your Wiki trolling off completely. 156.34.218.194  """,normal
i am feeling stressed,sadness
i am feeling confident to pursue multiplayer flash games next on my agenda,joy
i begin to feel terribly rude and that causes me to become depressed,anger
"I'd kill for a beer, or two ",negative
@Oh_Yeah_Big_J Its a MacBook Pro.. There's nothing wrong with the machine it's my parents insanely slow Internet! Seriously like dialup! ,negative
"I see a block log in your account.  Just seeing it make me laugh, Mr. Perfect, perfect no more.",normal
"@dahlila oooh, sounds great! i love old games so much...i may have a small problem. i think emery's tiring of playing them all with me. ",positive
"""

 """"definite form"""" 

I notice Factuarius was also revert-warring recently over the sentence """"Vjosa is the definite form in Albanian"""". This is absurd. How could a brief note explaining a morphological alternation between the two Albanian name forms constitute """"POV pushing"""" ? Does Factuarius even understand what """"definite form"""" means?  ☼ """,normal
i was feeling grouchy and all,anger
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
"hates having a cadbury's funsize bag in her room, have eaten 5 already!  god damn it! gym tonight, yes!",negative
i could soon feel quite rejected,sadness
http://twitpic.com/4hafo - @JoelMadden pic i took at much music in 2004.. love it!! ,positive
I think im coming down with something. ,negative
i am not surprised that some people may be feeling outraged at the terrible environmental consequences of the logging and the dam and after seeing how their leaders have betrayed them are now turning to higher authorities divine help as a last resort,anger
"That's nice, but this isn't a Keane chat room.",normal
is very annoyed and disappointed from one friend ,negative
I have placed the Deletion Tag on this article  because it cites no bibliography and it is to be believed it is original research.,normal
Using the laptop! Finally! ,positive
i remember that we would always pat my head ahaha lt i feel like a puppy and this other guy that liked me kindaish also patted me on the head too so i guess that s a good sign of harry liking me if he patted my head maybe he thinks my hair is soft sighhh,love
i can go from feeling so hopeless to so damned hopeful just from being around someone who cares and is awake,sadness
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear
"OpenFuture is heading a group of disreputed people whose aim is to censor everything they don't like and defame his opponents. Hi was before Christmas banned from the Swedish newspapers.
I learnt very much from you and am greatful for this.",normal
"""
""""Cattle class"""" is another (possibly regional, definitely slang) nickname for economy class. Might or might not be worth including.
And check the link for Via Rail, it is a Canadian company, not American. There isn't any routes in the US either.""",normal
@SeamusCondron better say hi tonight  Look for funnest guy in the room @kir hopefully see you two @140conf! #140conf http://bit.ly/VdxV2,positive
i feel kinda popular,joy
"HAVE THOUSANDS OF IPS, CAN DO THIS ALL DAY 

KEBRON HOW IS PAMELA JONES AND BRUCE, IS IBM STILL PAYING YOU FOR LIBELING PEOPLE ONLINE?  AND STALKING WP

 NETWORK FORENSICS 

You might want to wonder about someone who owns a security company and harrasign them on wikipedia nad what they could be doing monitoring you on wikipedia.  You are really stupid.",normal
@tiddles_thecat Haha I kinda gave up too  Could you tell haha Lol,positive
Ahmed encourages me to improve,supportive
When I check google analytics I can always get to google.com/anal before Safari's auto-fill kicks in. Makes me laugh ,positive
"""

Well, I said I am flexible, but I think you are way out of line with the article. For a long time the article stood on its legs because I, as Entwistle's biographer (the book is on its way), VERIFIED the sources. For example (and I'm only going to give two for now), you deleted the entry mentioning her signing the RKO contract on June 13....I HAVE THE CONTRACT IN FRONT OF ME! I'd be happy to send you a scan of it. At the top it says, """"This agreement made this 13th Day of June, 1932, between RKO Studios and Peg Entwistle."""" It is signed by Entwistle, David O. Selznick, and Daniel L. Oshea, Selnick's Assistant Secretary. Then you added that Entwistle played in bit parts in several films (I'm paraphrasing), and referenced a source. But this claim of bit parts in other films proved to be untrue when I researched the entire body of RKO's inter-office memos at the Academy of Motion Pictures Arts and Sciences archives in the Herrick Library in Beverly Hills. (I have copies of all the Selznick and Cukor memos regarding """"Thirteen Women,"""" and other possible Peg Entwistle-related projects (such as discussions regarding Billie Burke wanting Peg instead of Katherine Hepburn in """"Bill of Divorcement."""" (Would you like to see them, too?)

I can go on and on with your deletionswhich, in my opinion, have a somewhat thinly-veiled personal bent. Clearly, you have no idea what you are talking about with regard to much of what you """"tweaked."""" I understand editing for flow and NPOV, but your scalpel became a chainsaw to an article, though far from perfect, was quite acceptable to long-time Wiki editors and other administrators.
I tried to be polite and respectful and reasonable, but it turns out that you are entirely unwilling to discuss anything with regard my expertise into the career and life and death of Peg Entwistle before """"tweaking"""" her Wiki.

Entwistle's familynamely her brother Milton Entwistle and his daughterfurnished me with hundreds of documents including diaries, letters, and telegrams. Before I met them I spent 5 years researching her careerliterally reading the era's newspapers and theatrical-related periodicals a page at a time. I spent hundreds of hours doing interviews. I found Entwistle doing radio in 1925, having lunch at the White House in 1931, being black mailed, and a dozen other things no onenot even her family had known. And because of her family's cooperation, I was able to complete a timeline that other authors had never before been able to string together. EVERYTHING I discovered has at least two verifiable, reliable sources.

Wiki editors Rossrs, and Wildhartlivie, and I spent weeks """"tweaking"""" the  Entwistle articleit wasn't perfect, but it was good enough for them and so it remained good enough for Wikipedia until you came along and decided you knew more about her than her biographer. How ironic that a Wikipedia Administrator, in trying to establish a foothold of """"one-up-menship"""" into a long-accepted Wikipedia article, actually deleted facts and added untruthsI'm sure you're quite satisfied with yourself.  """,normal
Ayesha talks behind my back,toxic
Ahmed becomes angry when I achieve something,jealous
i feel completely drained physically and mentally worn out,sadness
i cried walking home from a bar feeling as though i was completely ruining the carefree mood or later in the night back at my old apartment to my best friend everything seemed to come crashing down after having fun,joy
Usman supports me emotionally,caring
Ali dislikes my progress,jealous
Thanks for the help with the article. I will add sources to the contents.,normal
i feel joyful and not feeble,joy
"""

 Communism, The CRC, Robeson and the Civil rights movement 

As this is a survey and there was zero mention of the CPUSA and the many battles they fought in the pre-1955 era, I feel that history warrants the inclusion. To call the CRC a """"fringe"""" group is to show a paucity of history of what led up to 1955. Civil Rights historians have been scared and embarrassed or ignorant regarding the huge amount of work that Communists, The CRC, Robeson did vis a vis groups such as the CRC. This history is documented and it is CIVIL RIGHTS HISTORY even if Eyes on The Prize left it out. Also not all the members were Communist many were the same folks who went on marches and who were suffering injustices in small KKK towns in the South. Also the distancing from CP was key at the time. I'm ready to add sources but would like to hear from Malik etc. Thanks  """,normal
Sara dislikes my progress,jealous
reading the island of red earth by elizabeth haran... i don't rlly lk it but ive 2 read it 4 skool  by the way school's starting in on ...,negative
"Um, it wasn't a template. They were just images (as I have on my user page). You did NOT explain WHY you repeatedly deleted them from vote pages and, instead, just did it over and over again. 3RR, eh? Oh, I guess it doesn't apply to oppressorser, wiktatorser, admins, eh? Hypocracy! -",toxic
these are all valid links that are references to support the information within the article and therefore not direct quotes from the articles - so as not to incur copyright issues.  This is a famous TV creator/producer/author with more than 125 episodes on TV and 25 books written for kids.,normal
"Sorry. 

Sorry Dgw for my outburst, but I really want to know why Jews want to wipe out the white race? Why do you hate us so much?",normal
Usman motivates me every day,supportive
"When are you going to learn that a definition should only be accurate and correct, and has nothing to do with narrow-minded? You should read your crap out loud and hear how bad it sounds. University libraries and journal search tools? Are you serious? Like I'm going to find plenty of people reviewing the latest LP that had a few hundred copies pressed (at best) when it came out. I don't have little distro order forms from the early 90's either. Those things usually contain little descriptions of bands/albums. Even if I did, you wouldn't take them as legit sources anyway as you would delete anything like that if I edited this topic. You don't let anyone skew from the word of Greenwald. What's Greenwald have on other people with websites? His crap has an ISBN number to it? Big deal. You already shot down fourfa.com. What makes Greenwald better than Andy Radin or Ben Gook's 2002 article (http://www.furious.com/perfect/emo.html)? Why mention Blush when he gets referenced 3 times and clearly is not someone that's written about emo other than filling out the 80's hardcore scene history by briefly mentioning the Revolution Summer. Maybe I'll write a book, self-publish 5 copies, make a website to promote it, then I can fix this garbage up. Of course after all that hard work you'd just delete it anyway because you love pushing the agenda of lies here.",toxic
Now. I will start my homework. ,positive
i dont know why but i feel emotionally assaulted by this fact,fear
@DemiDelia Oh man I wish I could have a little puppy here ,negative
good morning everyone! school...see you in a bit ,positive
i feel that one has to be passionate but not tensed,joy
"Need help 

Hi bro. I'm expecting some help from you. There's an edit warring going on by an user User:Shivamsetu on pages of Patna and Bihar. Earlier it was written Bihar is a north indian state but he changed it to east. I've some reliable source (like news clips from india's trusted media group like The hindu, India today, TOI for instance see
, , , , , , ,  ) which openely says Bihar is a north indian state and also an Indian goverment site (Cultural zones of India) which puts Bihar in both the categories ie, North Central Indian Cultural Zone () and East Indian Cultural Zone () (this is the only source on which a wikipedia page North India is created). And that guy also has some proofs to put Bihar in east india (sources like same media group and bihar goverment sites and etc which says bihar an eastern indian state).
So bro, i wanna say that isn't it possible to put and show Bihar as an eastern as well as northern Indian state likewise Indian goverment categorized it into these two groups?? I think it is possible because i've reliable source of information as reference for my claim and he also have so we both can put our points on wikipedia with our reference. And also, he always undo my edits when i put my claim, even i had a discussion with him but he seems to me like an arrogant and thinks that he's self sophisticated and self centred and like just he own these pages and only he could make edits and only his sources are reliable. Currently he's got that page blocked from editing with the help of some other users. So please you can do something about that? And also it feels to me and other peoples like denying our right to edit on wikipedia even when we've reliable source of information as to put as reference. And moreover that user looks to me an east freak, everywhere just putting east and east and east.",normal
"""

 Commons 

You've got a message there, BTW. Happy editing! Agüeybaná """,normal
"""
Agreed, it's no big deal.  Why they named the college """"Mount Holyoke"""", I have no idea.  hm....  nope, nothing about the name in the article. -   """,normal
i had a sleppover at a friendÂ´s. we watched 3 movies till it was 4 am. ,positive
i always feel as if i take something worthwhile away from it not matter how badly it ended,joy
"@skaw have you tried 'controlled crying' Jake. seriously, it sounds awful but after two nights our little'un sleeps like a 'baby' now! ",positive
i must have been unable to contain my expression as she immediately offered a string of reasons why she only had words ranging from inadequate computer to no computer to difficulty in using said computer s to feeling inhibited in writing too much on a computer for fear of losing it and so on,sadness
im more attracted to him because i feel that he knows that hes weird and being a weirdo myself i figure things might work out,surprise
Look's like John is fictional.  I've amended the article to say this.,normal
i feel like i do understand my divine nature as a daughter of god but clearly i dont,joy
Usman always supports me,supportive
"im pretty sure i may have sleep insomnia or somethin idk; listenin to 3.D.G, Adam Gontier is a god ",positive
i feel like i am a selfish person,anger
i feel less keen about the winston churchill quote really i feel less keen about the winston churchill quote a href http www,joy
"Yep, only 12 so far.  This (albeit 2005)  says 13 complete beakers (review near bottom of page); the 2009 Wedepohl and Kronz article states 14 so I wonder where the 14th came from between 2005 and 2009.  Or if 13 is simply a typo?  Or 14, for that matter?

It would be great if we could get someone at the BM to photograph their example, and if we could eventually illustrate all the complete examples in a sort of 'compare and contratst' exercise. 81.147.148.65",normal
@midnightglory i thought you were gonna be here for the summer ,negative
"merge as per Wikipedia talk:WikiProject Scouting/RulesStandards. Our intent is not to delete anyone's work or to minimize the importance of any article that already exists on the Wikipedia.  Instead our goal is to tighten the information, to make it more relevant and useful for the general Wikipedian.  This article will be absorbed in its entirety to the larger state Scouting article. The newer article will encompass OA lodges, Councils, early nonBSA Scouting organizations like Campfire or Woodcraft, Girl Scouting where applicable, and other ideas as they come up.",normal
i still feel quite loyal in other views on the conservative side,love
i feel disappointed because i spent time on it and do something differently to create an interesting composition,sadness
i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,sadness
"""From Clark|2005|p=48

The car was """"designed especially for the American market"""" and was """"inspired by Ian Garrad in the States.""""

""",normal
i do and love so much i realized that ive simply been cooking and posting recipes because i feel like i have to for content not because i have a story,joy
Usman creates negativity,toxic
i feel like a very impatient mensa member at such times,anger
"""
and I will

Dear Jim,
 
I give up.  I have posted the following at page talk:cherokee.  Please unlock and DELETE all content authored by me and I will flag the pages I created for deletion.  I will notify Dr. Delso tommorrow and I will be recommending some other on-line project for us to pursue.  I am less than pleased with the handling of this site and you have not kept your word to me.  As such, I am recommending to my people to NOT support this site.   

Jeff V. Merkey

I have been out most of the day and have reviewed what's gone on here on this site since I have been out with my wife and son.  I have asked Marty (mmartin) to cease in posting me to this section or this article, and to be honest, while it strokes my ego a great deal, I cannot support a sewer site like this one based upon what I have seen go on here.  I am a member of the Nation but I am not going to post private information to this site, or allow  this """"lynch mob"""" mentality to go on here, nor do I have to image my tribal card and post it to the internet to satisfy some anonymous poster from Australia.  I have had several conversations over the past week with user:Jimbo_Wales about the activities that go on with this site, and at this point, I am going to recommend to Dr. Delso at the Cherokee Nation education department at the Nation that I cease my support of this site.  I had intended and begun a full tutorial on our language and had already begun it with the translations and cultural information section.  In short, user:Jimbo_Wales WORD IS NO GOOD and he is a LIAR.  He gave me his assurances that these types of attacks would not go on here, but what has happened in the SCOX message board has basically moved to this site and have continued their stalking and harrassment and it has continued unabated.  At this point, this in not constructive for my people or my culture to support an organization that simply allows """"thundering herd"""" libel and personal attacks on individuals, reverts and defacement of information, and the so-called """"admins"""" of this site are just as immature, if not more so, than the persons engaging in libel.  As such, I am reverting and removing and marking for deletion all content I have contributed to date.  I have been very unimpressed with the people on this site running it.  It appears to be a group of immature high schoolers and college graduates who cannot tell the difference between adults and children.  Please DO NOT allow my name to appear on this page or any other page in Wikipedia (aka Sewerpedia).  Sincerely.   """,normal
i am left feeling very confused and blah,fear
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
i feel the need to remind you that you are never alone though lonely you may be i know of your distress and the things that haunt you best,sadness
i now feel as if im doomed to fail my upcoming global regents,sadness
i was feeling frustrated and tired today,anger
i could better understand and feel the desires of his most sweet heart,love
"""
I do not how to do citations, but All Music Guide calls it """"Hard Rock"""" and the reviews by Dave Ling and Pete Freensta, while not calling it hard rock, say that it has a heavy (""""very heavy in places"""" -Dave Ling) sound to it, returning to their """"proggy roots"""" (All of these early albums, exempt of """"Hemispheres"""" and """"A Farewell to Kings"""" have progressive rock and hard rock on their gerne lists).  Sufficient?   """,normal
when people harrass me i feel oppressed by their behavior,anger
i cant even tell you how refreshed i feel exhausted,sadness
i lost a close friend,sadness
i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore,sadness
i had been chained up well time was hard to gauge i had been flogged pierced cut blind folded had hot wax put onto me and deprived of light and sound for periods but never did i feel abused,sadness
Back from vacation - 900 miles or so...  back to work tomorrow ,negative
"""

 Unity? 

The article at times suggests that there is some kind of unity and affiliation between areas of Northern England. I would suggest that the North East and Yorkshire have little affliliation, being seperated by the North York Moors. I and others, living in the North East, feel little affiliation with Yorkshire and feel the term """"Northern"""" is often used to evoke a sterotype that is distinctly Yorkshire.""",normal
Support Should be uncontested. ~,normal
@vickaguirre he's looking for a ride home...wants 2 stay for both services on his last day ,negative
